cluster_type,cluster_id,size,addresses,pattern,risk_score
temporal,461,2,"0x279b73950f5838cae3b05ccd85060d29a68e0ce1,0xc14c8a69fd88a3a5fa8f6a7ebc58569ccb8cd87e",,20
temporal,462,2,"0xcd2fd81aa323a79da7790213eee48d4057778e47,0xa7cb6f084b8385d7831971efe24ee5e4439288d6",,20
temporal,463,2,"0xb21c4d37f951d31ab0dd5a4e94d9d3723c5104aa,0x16e0fbd6440bb8226382c1b5a0bafe870a851bd1",,20
temporal,464,2,"0x99dd5760049ac433450dfb620f3d9100e2042351,0xeda87d8816ee3c93201e87589710eddf02e6db20",,20
temporal,465,2,"0x99713d336f3133b60a19fe1fea61cd2f2794d9ca,0x3dc78170d2e761ca84a403f001fff1cbb48cbcac",,20
temporal,466,2,"0x1c5bcb0c4a44a536fcf7608525a389a06cce5276,0x193ee9eea53677fd05db368b341ae038479abaf8",,20
temporal,467,2,"0xaeb0ed20aadd2602da1ac8fcfb3572eea9adeda1,0xcefdb947426cbdeb8392e9483c00e2cdbce80d4e",,20
temporal,468,2,"0x92fd6a1bd1fe0834b39401221b8afa897b7ef774,0xb2fdd9c4d1c9991a5a1f6d2b76f8ac59f3684226",,20
temporal,469,2,"0x651cd440f59ab7d256bd1ed734ed8a8fd5170b7b,0xc7e696acf931b25893dd90c7cba23a5cbaad6006",,20
temporal,470,2,"0x06dfd304b86f971372e38b0c9315eac0848dbe9f,0x16e0fbd6440bb8226382c1b5a0bafe870a851bd1",,20
temporal,471,2,"0x7be58ef4028fdf02dd2c38a1e26415e5ef1207be,0x69b7eee509299db6be2cde2a2ece9e4311cd9368",,20
temporal,472,2,"0xb9a8eaded121572cd73d0772ac53b23508b27664,0xb21c4d37f951d31ab0dd5a4e94d9d3723c5104aa",,20
temporal,473,2,"0xeddb18cb799fec8087396a8d00cdb6feb1df6d49,0x338968c09457643223cf53fd6aa5a62e9269219e",,20
temporal,474,3,"0xfcb278a2550c872bfc04e075622aaa5d7e707221,0x279b73950f5838cae3b05ccd85060d29a68e0ce1,0xb5aeadf5bdd7d4b955cc4c541f3d5ac1aef34983",,30
temporal,475,1,0x279b73950f5838cae3b05ccd85060d29a68e0ce1,,10
temporal,476,3,"0xfcb278a2550c872bfc04e075622aaa5d7e707221,0x279b73950f5838cae3b05ccd85060d29a68e0ce1,0xb5aeadf5bdd7d4b955cc4c541f3d5ac1aef34983",,30
temporal,477,1,0x279b73950f5838cae3b05ccd85060d29a68e0ce1,,10
temporal,478,1,0x279b73950f5838cae3b05ccd85060d29a68e0ce1,,10
temporal,479,1,0x279b73950f5838cae3b05ccd85060d29a68e0ce1,,10
temporal,480,2,"0x8f628207cbeeabcc859f10f76c3ca2cf8de56351,0xcc4b0afcab14e3081b70fc5dd47ed6529e93329d",,20
temporal,481,2,"0x9dea46493922b200d14db1d790683fa95e4f8cd7,0x8f628207cbeeabcc859f10f76c3ca2cf8de56351",,20
temporal,482,2,"0x9dea46493922b200d14db1d790683fa95e4f8cd7,0x7e86e12c211a0aa07c30a0a79a61d4de5bf345aa",,20
temporal,483,1,0x9ec295471d21cd4d5ac8189a786ef20c3bd2383c,,10
temporal,484,1,0xd2ce809e71f78aaf29b78f553dd9478fa5b8f3f2,,10
temporal,485,1,0xd2ce809e71f78aaf29b78f553dd9478fa5b8f3f2,,10
temporal,486,4,"0x9c3a8920fe2cbedeb4412f75ae78fca1799f0fdf,0xb98a75a50983abe9512ef4d543a9f680d344f07c,0xc0edfc1302801c53f3bc7ba5f596a6135fd3c629,0xcd2fd81aa323a79da7790213eee48d4057778e47",,40
temporal,487,2,"0xadb9253e2a83fb17b019dcbbc066a1f66903dac8,0xeda87d8816ee3c93201e87589710eddf02e6db20",,20
temporal,488,2,"0x156b9875ec5d4877b6ef85244b1dbf387e827e55,0xe7cff27fbe9cdbbc73d3f98bd67576d659625cf9",,20
temporal,489,1,0x06dfd304b86f971372e38b0c9315eac0848dbe9f,,10
temporal,490,2,"0xd2ce809e71f78aaf29b78f553dd9478fa5b8f3f2,0x99713d336f3133b60a19fe1fea61cd2f2794d9ca",,20
temporal,491,2,"0x3dc78170d2e761ca84a403f001fff1cbb48cbcac,0xa7cb6f084b8385d7831971efe24ee5e4439288d6",,20
temporal,492,2,"0xadb9253e2a83fb17b019dcbbc066a1f66903dac8,0xb21c4d37f951d31ab0dd5a4e94d9d3723c5104aa",,20
temporal,493,2,"0xfcb278a2550c872bfc04e075622aaa5d7e707221,0x8e13064caefa13faf2c38d6c4cb1149e84e45009",,20
temporal,494,3,"0xfcb278a2550c872bfc04e075622aaa5d7e707221,0x8e13064caefa13faf2c38d6c4cb1149e84e45009,0xb898571dd99a2f3a422baad3ca945e6e90a51a29",,30
temporal,495,3,"0x7be58ef4028fdf02dd2c38a1e26415e5ef1207be,0xcd47aa68575620b2f5c76681924f9a4733760739,0xeda87d8816ee3c93201e87589710eddf02e6db20",,30
temporal,496,5,"0x156b9875ec5d4877b6ef85244b1dbf387e827e55,0xb21c4d37f951d31ab0dd5a4e94d9d3723c5104aa,0xcd2fd81aa323a79da7790213eee48d4057778e47,0xaff0a4bdad7db8fd757959a8b8824a4d54af4d4c,0x99dd5760049ac433450dfb620f3d9100e2042351",,50
temporal,497,2,"0x338968c09457643223cf53fd6aa5a62e9269219e,0x156b9875ec5d4877b6ef85244b1dbf387e827e55",,20
temporal,498,2,"0x9c3a8920fe2cbedeb4412f75ae78fca1799f0fdf,0xa7cb6f084b8385d7831971efe24ee5e4439288d6",,20
temporal,499,5,"0xe7cff27fbe9cdbbc73d3f98bd67576d659625cf9,0xaff0a4bdad7db8fd757959a8b8824a4d54af4d4c,0xb9a8eaded121572cd73d0772ac53b23508b27664,0x7be58ef4028fdf02dd2c38a1e26415e5ef1207be,0x99713d336f3133b60a19fe1fea61cd2f2794d9ca",,50
temporal,500,1,0xc14c8a69fd88a3a5fa8f6a7ebc58569ccb8cd87e,,10
temporal,501,1,0x156b9875ec5d4877b6ef85244b1dbf387e827e55,,10
temporal,502,1,0xeda87d8816ee3c93201e87589710eddf02e6db20,,10
temporal,503,1,0xadb9253e2a83fb17b019dcbbc066a1f66903dac8,,10
temporal,504,1,0x7be58ef4028fdf02dd2c38a1e26415e5ef1207be,,10
temporal,505,1,0xd2ce809e71f78aaf29b78f553dd9478fa5b8f3f2,,10
temporal,506,1,0xe7cff27fbe9cdbbc73d3f98bd67576d659625cf9,,10
temporal,507,3,"0x9c3a8920fe2cbedeb4412f75ae78fca1799f0fdf,0x3dc78170d2e761ca84a403f001fff1cbb48cbcac,0xa7cb6f084b8385d7831971efe24ee5e4439288d6",,30
temporal,508,1,0x99dd5760049ac433450dfb620f3d9100e2042351,,10
temporal,509,1,0xaff0a4bdad7db8fd757959a8b8824a4d54af4d4c,,10
temporal,510,1,0x99713d336f3133b60a19fe1fea61cd2f2794d9ca,,10
temporal,511,1,0x16e0fbd6440bb8226382c1b5a0bafe870a851bd1,,10
temporal,512,2,"0xb98a75a50983abe9512ef4d543a9f680d344f07c,0xc14c8a69fd88a3a5fa8f6a7ebc58569ccb8cd87e",,20
temporal,513,2,"0xb98a75a50983abe9512ef4d543a9f680d344f07c,0x69b7eee509299db6be2cde2a2ece9e4311cd9368",,20
temporal,514,2,"0xcd47aa68575620b2f5c76681924f9a4733760739,0xb21c4d37f951d31ab0dd5a4e94d9d3723c5104aa",,20
temporal,515,21,"0xac2ede8ecfa22a58422149a6cd10ff7b561e0674,0xaceae6296ce9e4f655487522217a7f6fdc830245,0xe2464094bfb1930c0ca5a3901684f26abe83975e,0x24b87355015378d5b897033314c506e6447c55fc,0x8155694421f412f57dd5436b820ffcb10df89102,0xab320674e0293c366dd3e43ab1895f9ef5fd9926,0x7e86e12c211a0aa07c30a0a79a61d4de5bf345aa,0x9ec295471d21cd4d5ac8189a786ef20c3bd2383c,0x99c47bcdbd65654135580b53df5019886d614557,0x526ac3331e5bcd51ec13b57a7e8001462b6f8f8b,0xcf85115c7551aa555afd6bd1ff7f211a2b0301f1,0xe335af250085414f983b793c70aa93b5dfe6107d,0x9bbee460ece50ec0f2035814e55b6a629161cae7,0x47996dd7c134d19ba55f5d9c5ebc9f531565cdc3,0x9dea46493922b200d14db1d790683fa95e4f8cd7,0x6982c5e1e7ef8b2e2ddacd318eb54113c909bb8e,0x7ef8c2ca4ed7b838885404e7f74fa8eda11b333c,0x8f628207cbeeabcc859f10f76c3ca2cf8de56351,0xf0b4bcac9c97a158decba63a01017796d8b28d86,0x0043dccaad17a53c9143c55d1e3380c6ff71fb6f,0xcfa64eab2256602137e9144aca2b6eb0c8584991",,210
temporal,516,21,"0xac2ede8ecfa22a58422149a6cd10ff7b561e0674,0xaceae6296ce9e4f655487522217a7f6fdc830245,0xcc4b0afcab14e3081b70fc5dd47ed6529e93329d,0xe2464094bfb1930c0ca5a3901684f26abe83975e,0x24b87355015378d5b897033314c506e6447c55fc,0x8155694421f412f57dd5436b820ffcb10df89102,0xab320674e0293c366dd3e43ab1895f9ef5fd9926,0x7e86e12c211a0aa07c30a0a79a61d4de5bf345aa,0x9ec295471d21cd4d5ac8189a786ef20c3bd2383c,0x99c47bcdbd65654135580b53df5019886d614557,0xcf85115c7551aa555afd6bd1ff7f211a2b0301f1,0xe335af250085414f983b793c70aa93b5dfe6107d,0x9bbee460ece50ec0f2035814e55b6a629161cae7,0x47996dd7c134d19ba55f5d9c5ebc9f531565cdc3,0x9dea46493922b200d14db1d790683fa95e4f8cd7,0x6982c5e1e7ef8b2e2ddacd318eb54113c909bb8e,0x8f628207cbeeabcc859f10f76c3ca2cf8de56351,0x7ef8c2ca4ed7b838885404e7f74fa8eda11b333c,0xf0b4bcac9c97a158decba63a01017796d8b28d86,0x0043dccaad17a53c9143c55d1e3380c6ff71fb6f,0xcfa64eab2256602137e9144aca2b6eb0c8584991",,210
temporal,517,17,"0xac2ede8ecfa22a58422149a6cd10ff7b561e0674,0x9dea46493922b200d14db1d790683fa95e4f8cd7,0xaceae6296ce9e4f655487522217a7f6fdc830245,0xab320674e0293c366dd3e43ab1895f9ef5fd9926,0xe335af250085414f983b793c70aa93b5dfe6107d,0xcc4b0afcab14e3081b70fc5dd47ed6529e93329d,0x7e86e12c211a0aa07c30a0a79a61d4de5bf345aa,0x9bbee460ece50ec0f2035814e55b6a629161cae7,0x9ec295471d21cd4d5ac8189a786ef20c3bd2383c,0x6982c5e1e7ef8b2e2ddacd318eb54113c909bb8e,0x7ef8c2ca4ed7b838885404e7f74fa8eda11b333c,0x99c47bcdbd65654135580b53df5019886d614557,0xf0b4bcac9c97a158decba63a01017796d8b28d86,0x0043dccaad17a53c9143c55d1e3380c6ff71fb6f,0xe2464094bfb1930c0ca5a3901684f26abe83975e,0x526ac3331e5bcd51ec13b57a7e8001462b6f8f8b,0xcfa64eab2256602137e9144aca2b6eb0c8584991",,170
temporal,518,21,"0xac2ede8ecfa22a58422149a6cd10ff7b561e0674,0xaceae6296ce9e4f655487522217a7f6fdc830245,0xcc4b0afcab14e3081b70fc5dd47ed6529e93329d,0xe2464094bfb1930c0ca5a3901684f26abe83975e,0x24b87355015378d5b897033314c506e6447c55fc,0x8155694421f412f57dd5436b820ffcb10df89102,0xab320674e0293c366dd3e43ab1895f9ef5fd9926,0x7e86e12c211a0aa07c30a0a79a61d4de5bf345aa,0x9ec295471d21cd4d5ac8189a786ef20c3bd2383c,0x99c47bcdbd65654135580b53df5019886d614557,0x526ac3331e5bcd51ec13b57a7e8001462b6f8f8b,0xcf85115c7551aa555afd6bd1ff7f211a2b0301f1,0xe335af250085414f983b793c70aa93b5dfe6107d,0x9bbee460ece50ec0f2035814e55b6a629161cae7,0x47996dd7c134d19ba55f5d9c5ebc9f531565cdc3,0x9dea46493922b200d14db1d790683fa95e4f8cd7,0x6982c5e1e7ef8b2e2ddacd318eb54113c909bb8e,0x7ef8c2ca4ed7b838885404e7f74fa8eda11b333c,0x8f628207cbeeabcc859f10f76c3ca2cf8de56351,0x0043dccaad17a53c9143c55d1e3380c6ff71fb6f,0xcfa64eab2256602137e9144aca2b6eb0c8584991",,210
temporal,519,20,"0xac2ede8ecfa22a58422149a6cd10ff7b561e0674,0xaceae6296ce9e4f655487522217a7f6fdc830245,0xcc4b0afcab14e3081b70fc5dd47ed6529e93329d,0xe2464094bfb1930c0ca5a3901684f26abe83975e,0x24b87355015378d5b897033314c506e6447c55fc,0x8155694421f412f57dd5436b820ffcb10df89102,0xab320674e0293c366dd3e43ab1895f9ef5fd9926,0x7e86e12c211a0aa07c30a0a79a61d4de5bf345aa,0x99c47bcdbd65654135580b53df5019886d614557,0xcf85115c7551aa555afd6bd1ff7f211a2b0301f1,0xe335af250085414f983b793c70aa93b5dfe6107d,0x9bbee460ece50ec0f2035814e55b6a629161cae7,0x47996dd7c134d19ba55f5d9c5ebc9f531565cdc3,0x9dea46493922b200d14db1d790683fa95e4f8cd7,0x6982c5e1e7ef8b2e2ddacd318eb54113c909bb8e,0x7ef8c2ca4ed7b838885404e7f74fa8eda11b333c,0x8f628207cbeeabcc859f10f76c3ca2cf8de56351,0xf0b4bcac9c97a158decba63a01017796d8b28d86,0x0043dccaad17a53c9143c55d1e3380c6ff71fb6f,0xcfa64eab2256602137e9144aca2b6eb0c8584991",,200
temporal,520,18,"0xac2ede8ecfa22a58422149a6cd10ff7b561e0674,0xcf85115c7551aa555afd6bd1ff7f211a2b0301f1,0xab320674e0293c366dd3e43ab1895f9ef5fd9926,0xaceae6296ce9e4f655487522217a7f6fdc830245,0x9bbee460ece50ec0f2035814e55b6a629161cae7,0x7e86e12c211a0aa07c30a0a79a61d4de5bf345aa,0xcc4b0afcab14e3081b70fc5dd47ed6529e93329d,0x24b87355015378d5b897033314c506e6447c55fc,0x6982c5e1e7ef8b2e2ddacd318eb54113c909bb8e,0x8f628207cbeeabcc859f10f76c3ca2cf8de56351,0x7ef8c2ca4ed7b838885404e7f74fa8eda11b333c,0x99c47bcdbd65654135580b53df5019886d614557,0x47996dd7c134d19ba55f5d9c5ebc9f531565cdc3,0xf0b4bcac9c97a158decba63a01017796d8b28d86,0x8155694421f412f57dd5436b820ffcb10df89102,0xe2464094bfb1930c0ca5a3901684f26abe83975e,0x526ac3331e5bcd51ec13b57a7e8001462b6f8f8b,0xcfa64eab2256602137e9144aca2b6eb0c8584991",,180
temporal,521,17,"0xac2ede8ecfa22a58422149a6cd10ff7b561e0674,0xcf85115c7551aa555afd6bd1ff7f211a2b0301f1,0x9dea46493922b200d14db1d790683fa95e4f8cd7,0xe335af250085414f983b793c70aa93b5dfe6107d,0x9bbee460ece50ec0f2035814e55b6a629161cae7,0x24b87355015378d5b897033314c506e6447c55fc,0x6982c5e1e7ef8b2e2ddacd318eb54113c909bb8e,0x8f628207cbeeabcc859f10f76c3ca2cf8de56351,0x7ef8c2ca4ed7b838885404e7f74fa8eda11b333c,0x99c47bcdbd65654135580b53df5019886d614557,0x47996dd7c134d19ba55f5d9c5ebc9f531565cdc3,0xf0b4bcac9c97a158decba63a01017796d8b28d86,0x8155694421f412f57dd5436b820ffcb10df89102,0x0043dccaad17a53c9143c55d1e3380c6ff71fb6f,0xe2464094bfb1930c0ca5a3901684f26abe83975e,0x526ac3331e5bcd51ec13b57a7e8001462b6f8f8b,0xcfa64eab2256602137e9144aca2b6eb0c8584991",,170
temporal,522,17,"0xac2ede8ecfa22a58422149a6cd10ff7b561e0674,0xcf85115c7551aa555afd6bd1ff7f211a2b0301f1,0xab320674e0293c366dd3e43ab1895f9ef5fd9926,0xaceae6296ce9e4f655487522217a7f6fdc830245,0xcc4b0afcab14e3081b70fc5dd47ed6529e93329d,0x7e86e12c211a0aa07c30a0a79a61d4de5bf345aa,0x24b87355015378d5b897033314c506e6447c55fc,0x9bbee460ece50ec0f2035814e55b6a629161cae7,0x9ec295471d21cd4d5ac8189a786ef20c3bd2383c,0x7ef8c2ca4ed7b838885404e7f74fa8eda11b333c,0x8f628207cbeeabcc859f10f76c3ca2cf8de56351,0x99c47bcdbd65654135580b53df5019886d614557,0x47996dd7c134d19ba55f5d9c5ebc9f531565cdc3,0xf0b4bcac9c97a158decba63a01017796d8b28d86,0x0043dccaad17a53c9143c55d1e3380c6ff71fb6f,0xe2464094bfb1930c0ca5a3901684f26abe83975e,0x8155694421f412f57dd5436b820ffcb10df89102",,170
temporal,523,8,"0xac2ede8ecfa22a58422149a6cd10ff7b561e0674,0x9dea46493922b200d14db1d790683fa95e4f8cd7,0xab320674e0293c366dd3e43ab1895f9ef5fd9926,0xaceae6296ce9e4f655487522217a7f6fdc830245,0xcc4b0afcab14e3081b70fc5dd47ed6529e93329d,0x9bbee460ece50ec0f2035814e55b6a629161cae7,0x6982c5e1e7ef8b2e2ddacd318eb54113c909bb8e,0x9ec295471d21cd4d5ac8189a786ef20c3bd2383c",,80
temporal,524,6,"0x9dea46493922b200d14db1d790683fa95e4f8cd7,0xaceae6296ce9e4f655487522217a7f6fdc830245,0xe335af250085414f983b793c70aa93b5dfe6107d,0x7e86e12c211a0aa07c30a0a79a61d4de5bf345aa,0x8f628207cbeeabcc859f10f76c3ca2cf8de56351,0x47996dd7c134d19ba55f5d9c5ebc9f531565cdc3",,60
temporal,525,8,"0xcf85115c7551aa555afd6bd1ff7f211a2b0301f1,0xcfa64eab2256602137e9144aca2b6eb0c8584991,0xcc4b0afcab14e3081b70fc5dd47ed6529e93329d,0x6982c5e1e7ef8b2e2ddacd318eb54113c909bb8e,0x8155694421f412f57dd5436b820ffcb10df89102,0xe2464094bfb1930c0ca5a3901684f26abe83975e,0x526ac3331e5bcd51ec13b57a7e8001462b6f8f8b,0x24b87355015378d5b897033314c506e6447c55fc",,80
temporal,526,2,"0x7ef8c2ca4ed7b838885404e7f74fa8eda11b333c,0x0043dccaad17a53c9143c55d1e3380c6ff71fb6f",,20
temporal,527,16,"0xac2ede8ecfa22a58422149a6cd10ff7b561e0674,0xcf85115c7551aa555afd6bd1ff7f211a2b0301f1,0x9dea46493922b200d14db1d790683fa95e4f8cd7,0xaceae6296ce9e4f655487522217a7f6fdc830245,0xab320674e0293c366dd3e43ab1895f9ef5fd9926,0x9bbee460ece50ec0f2035814e55b6a629161cae7,0x7e86e12c211a0aa07c30a0a79a61d4de5bf345aa,0x9ec295471d21cd4d5ac8189a786ef20c3bd2383c,0x7ef8c2ca4ed7b838885404e7f74fa8eda11b333c,0x8f628207cbeeabcc859f10f76c3ca2cf8de56351,0x47996dd7c134d19ba55f5d9c5ebc9f531565cdc3,0xf0b4bcac9c97a158decba63a01017796d8b28d86,0x8155694421f412f57dd5436b820ffcb10df89102,0x0043dccaad17a53c9143c55d1e3380c6ff71fb6f,0xe2464094bfb1930c0ca5a3901684f26abe83975e,0x24b87355015378d5b897033314c506e6447c55fc",,160
temporal,528,17,"0xac2ede8ecfa22a58422149a6cd10ff7b561e0674,0xcf85115c7551aa555afd6bd1ff7f211a2b0301f1,0x9dea46493922b200d14db1d790683fa95e4f8cd7,0xcfa64eab2256602137e9144aca2b6eb0c8584991,0xab320674e0293c366dd3e43ab1895f9ef5fd9926,0xe335af250085414f983b793c70aa93b5dfe6107d,0xcc4b0afcab14e3081b70fc5dd47ed6529e93329d,0x9bbee460ece50ec0f2035814e55b6a629161cae7,0x24b87355015378d5b897033314c506e6447c55fc,0x9ec295471d21cd4d5ac8189a786ef20c3bd2383c,0x6982c5e1e7ef8b2e2ddacd318eb54113c909bb8e,0x7ef8c2ca4ed7b838885404e7f74fa8eda11b333c,0x99c47bcdbd65654135580b53df5019886d614557,0x0043dccaad17a53c9143c55d1e3380c6ff71fb6f,0xe2464094bfb1930c0ca5a3901684f26abe83975e,0x526ac3331e5bcd51ec13b57a7e8001462b6f8f8b,0x8155694421f412f57dd5436b820ffcb10df89102",,170
temporal,529,11,"0x9dea46493922b200d14db1d790683fa95e4f8cd7,0xab320674e0293c366dd3e43ab1895f9ef5fd9926,0x9bbee460ece50ec0f2035814e55b6a629161cae7,0x7e86e12c211a0aa07c30a0a79a61d4de5bf345aa,0x24b87355015378d5b897033314c506e6447c55fc,0x8f628207cbeeabcc859f10f76c3ca2cf8de56351,0x99c47bcdbd65654135580b53df5019886d614557,0x0043dccaad17a53c9143c55d1e3380c6ff71fb6f,0xe2464094bfb1930c0ca5a3901684f26abe83975e,0x526ac3331e5bcd51ec13b57a7e8001462b6f8f8b,0xcfa64eab2256602137e9144aca2b6eb0c8584991",,110
temporal,530,4,"0xac2ede8ecfa22a58422149a6cd10ff7b561e0674,0xaceae6296ce9e4f655487522217a7f6fdc830245,0x7ef8c2ca4ed7b838885404e7f74fa8eda11b333c,0xcfa64eab2256602137e9144aca2b6eb0c8584991",,40
temporal,531,6,"0xaceae6296ce9e4f655487522217a7f6fdc830245,0xe335af250085414f983b793c70aa93b5dfe6107d,0x7e86e12c211a0aa07c30a0a79a61d4de5bf345aa,0x8f628207cbeeabcc859f10f76c3ca2cf8de56351,0x99c47bcdbd65654135580b53df5019886d614557,0x24b87355015378d5b897033314c506e6447c55fc",,60
temporal,532,18,"0xac2ede8ecfa22a58422149a6cd10ff7b561e0674,0xcf85115c7551aa555afd6bd1ff7f211a2b0301f1,0x9dea46493922b200d14db1d790683fa95e4f8cd7,0xab320674e0293c366dd3e43ab1895f9ef5fd9926,0xe335af250085414f983b793c70aa93b5dfe6107d,0x9bbee460ece50ec0f2035814e55b6a629161cae7,0x7e86e12c211a0aa07c30a0a79a61d4de5bf345aa,0x24b87355015378d5b897033314c506e6447c55fc,0x9ec295471d21cd4d5ac8189a786ef20c3bd2383c,0x7ef8c2ca4ed7b838885404e7f74fa8eda11b333c,0x6982c5e1e7ef8b2e2ddacd318eb54113c909bb8e,0x99c47bcdbd65654135580b53df5019886d614557,0xf0b4bcac9c97a158decba63a01017796d8b28d86,0x8155694421f412f57dd5436b820ffcb10df89102,0x0043dccaad17a53c9143c55d1e3380c6ff71fb6f,0xe2464094bfb1930c0ca5a3901684f26abe83975e,0x526ac3331e5bcd51ec13b57a7e8001462b6f8f8b,0xcfa64eab2256602137e9144aca2b6eb0c8584991",,180
temporal,533,20,"0xac2ede8ecfa22a58422149a6cd10ff7b561e0674,0xaceae6296ce9e4f655487522217a7f6fdc830245,0xcc4b0afcab14e3081b70fc5dd47ed6529e93329d,0xe2464094bfb1930c0ca5a3901684f26abe83975e,0x24b87355015378d5b897033314c506e6447c55fc,0x8155694421f412f57dd5436b820ffcb10df89102,0xab320674e0293c366dd3e43ab1895f9ef5fd9926,0x7e86e12c211a0aa07c30a0a79a61d4de5bf345aa,0x9ec295471d21cd4d5ac8189a786ef20c3bd2383c,0x99c47bcdbd65654135580b53df5019886d614557,0x526ac3331e5bcd51ec13b57a7e8001462b6f8f8b,0xcf85115c7551aa555afd6bd1ff7f211a2b0301f1,0x9bbee460ece50ec0f2035814e55b6a629161cae7,0x47996dd7c134d19ba55f5d9c5ebc9f531565cdc3,0x9dea46493922b200d14db1d790683fa95e4f8cd7,0x6982c5e1e7ef8b2e2ddacd318eb54113c909bb8e,0x7ef8c2ca4ed7b838885404e7f74fa8eda11b333c,0x8f628207cbeeabcc859f10f76c3ca2cf8de56351,0xf0b4bcac9c97a158decba63a01017796d8b28d86,0x0043dccaad17a53c9143c55d1e3380c6ff71fb6f",,200
temporal,534,14,"0x9dea46493922b200d14db1d790683fa95e4f8cd7,0xaceae6296ce9e4f655487522217a7f6fdc830245,0xab320674e0293c366dd3e43ab1895f9ef5fd9926,0xe335af250085414f983b793c70aa93b5dfe6107d,0xcc4b0afcab14e3081b70fc5dd47ed6529e93329d,0x6982c5e1e7ef8b2e2ddacd318eb54113c909bb8e,0x7ef8c2ca4ed7b838885404e7f74fa8eda11b333c,0x8f628207cbeeabcc859f10f76c3ca2cf8de56351,0x99c47bcdbd65654135580b53df5019886d614557,0x47996dd7c134d19ba55f5d9c5ebc9f531565cdc3,0xf0b4bcac9c97a158decba63a01017796d8b28d86,0x0043dccaad17a53c9143c55d1e3380c6ff71fb6f,0xe2464094bfb1930c0ca5a3901684f26abe83975e,0xcfa64eab2256602137e9144aca2b6eb0c8584991",,140
temporal,535,13,"0xac2ede8ecfa22a58422149a6cd10ff7b561e0674,0xcf85115c7551aa555afd6bd1ff7f211a2b0301f1,0xcfa64eab2256602137e9144aca2b6eb0c8584991,0x9bbee460ece50ec0f2035814e55b6a629161cae7,0x7e86e12c211a0aa07c30a0a79a61d4de5bf345aa,0x24b87355015378d5b897033314c506e6447c55fc,0xcc4b0afcab14e3081b70fc5dd47ed6529e93329d,0x9ec295471d21cd4d5ac8189a786ef20c3bd2383c,0x47996dd7c134d19ba55f5d9c5ebc9f531565cdc3,0xf0b4bcac9c97a158decba63a01017796d8b28d86,0xe2464094bfb1930c0ca5a3901684f26abe83975e,0x526ac3331e5bcd51ec13b57a7e8001462b6f8f8b,0x8155694421f412f57dd5436b820ffcb10df89102",,130
temporal,536,21,"0xac2ede8ecfa22a58422149a6cd10ff7b561e0674,0xaceae6296ce9e4f655487522217a7f6fdc830245,0xcc4b0afcab14e3081b70fc5dd47ed6529e93329d,0xe2464094bfb1930c0ca5a3901684f26abe83975e,0x24b87355015378d5b897033314c506e6447c55fc,0x8155694421f412f57dd5436b820ffcb10df89102,0xab320674e0293c366dd3e43ab1895f9ef5fd9926,0x7e86e12c211a0aa07c30a0a79a61d4de5bf345aa,0x9ec295471d21cd4d5ac8189a786ef20c3bd2383c,0x99c47bcdbd65654135580b53df5019886d614557,0x526ac3331e5bcd51ec13b57a7e8001462b6f8f8b,0xcf85115c7551aa555afd6bd1ff7f211a2b0301f1,0xe335af250085414f983b793c70aa93b5dfe6107d,0x9bbee460ece50ec0f2035814e55b6a629161cae7,0x47996dd7c134d19ba55f5d9c5ebc9f531565cdc3,0x6982c5e1e7ef8b2e2ddacd318eb54113c909bb8e,0x8f628207cbeeabcc859f10f76c3ca2cf8de56351,0x7ef8c2ca4ed7b838885404e7f74fa8eda11b333c,0xf0b4bcac9c97a158decba63a01017796d8b28d86,0x0043dccaad17a53c9143c55d1e3380c6ff71fb6f,0xcfa64eab2256602137e9144aca2b6eb0c8584991",,210
temporal,537,20,"0xac2ede8ecfa22a58422149a6cd10ff7b561e0674,0xaceae6296ce9e4f655487522217a7f6fdc830245,0xcc4b0afcab14e3081b70fc5dd47ed6529e93329d,0xe2464094bfb1930c0ca5a3901684f26abe83975e,0x24b87355015378d5b897033314c506e6447c55fc,0x8155694421f412f57dd5436b820ffcb10df89102,0xab320674e0293c366dd3e43ab1895f9ef5fd9926,0x9ec295471d21cd4d5ac8189a786ef20c3bd2383c,0x99c47bcdbd65654135580b53df5019886d614557,0x526ac3331e5bcd51ec13b57a7e8001462b6f8f8b,0xcf85115c7551aa555afd6bd1ff7f211a2b0301f1,0xe335af250085414f983b793c70aa93b5dfe6107d,0x9bbee460ece50ec0f2035814e55b6a629161cae7,0x47996dd7c134d19ba55f5d9c5ebc9f531565cdc3,0x9dea46493922b200d14db1d790683fa95e4f8cd7,0x6982c5e1e7ef8b2e2ddacd318eb54113c909bb8e,0x7ef8c2ca4ed7b838885404e7f74fa8eda11b333c,0x8f628207cbeeabcc859f10f76c3ca2cf8de56351,0xf0b4bcac9c97a158decba63a01017796d8b28d86,0x0043dccaad17a53c9143c55d1e3380c6ff71fb6f",,200
